meter_id_hash,service_point_id_hash,locality,zone,feeder_id_hash,dt_id_hash,consumer_category,premise_subtype,latitude_grid,longitude_grid,sig_comm_failure,sig_reading_plateau,sig_peer_drift,sig_sudden_drop,sig_billing_cycle_drop,sig_after_hours_commercial,sig_pf_register,sig_tamper_event,sig_genuine_low_usage_context,sig_solar_export_normal,sig_ev_consistent_night_pattern,isolation_forest_score,cluster_watchlist_boost,independent_signal_count,suppressor_count,risk_score,risk_tier,priority,recommended_team,recommended_action,alert_fingerprint,one_line_reason,confidence_pct,estimated_revenue_impact_inr,is_active_meter
MTR_000011_HASH,SP_000011_HASH,Peenya,North Circle,FDR_006_HASH,DT_0036_HASH,COMMERCIAL,CLINIC,13.0138,77.5315,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000012_HASH,SP_000012_HASH,Electronic City,South Circle,FDR_007_HASH,DT_0067_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.8324,77.6885,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000013_HASH,SP_000013_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0101_HASH,SMALL_INDUSTRY,MACHINE_SHOP,12.9842,77.551,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000014_HASH,SP_000014_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0079_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.9445,77.6014,0,0,0,1,1,0,0,0,0,0,0,58.181410160174565,1,2,0,58.45442304805237,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,Sudden Drop + Billing Cycle Drop,"1BHK_SINGLE_OR_COUPLE Koramangala RESIDENTIAL meter, dropped 53% consumption, 17-pt peer rank drop, 1 tamper events",66.5,516.6,1
MTR_000015_HASH,SP_000015_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0008_HASH,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD,13.0303,77.5895,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000016_HASH,SP_000016_HASH,Peenya,North Circle,FDR_006_HASH,DT_0021_HASH,SMALL_INDUSTRY,GARMENT_UNIT,13.0091,77.521,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000017_HASH,SP_000017_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0072_HASH,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD,13.0003,77.6999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000018_HASH,SP_000018_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0079_HASH,COMMERCIAL,SALON,12.9263,77.6202,0,0,0,0,0,0,1,0,0,0,0,36.44611327913743,1,1,0,23.93383398374123,CLUSTER_WATCHLIST,P3,Metering,Schedule meter health check,Low Power Factor,"SALON Koramangala COMMERCIAL meter, dropped 19% consumption",23.9,0.0,1
MTR_000019_HASH,SP_000019_HASH,Domlur,East Circle,FDR_002_HASH,DT_0032_HASH,PUBLIC_LIGHTING,STREET_LIGHTING_FEED,12.9683,77.6104,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000020_HASH,SP_000020_HASH,Domlur,East Circle,FDR_002_HASH,DT_0047_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.9547,77.642,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000021_HASH,SP_000021_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0050_HASH,RESIDENTIAL,PG_OR_HOSTEL,12.9782,77.7536,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000022_HASH,SP_000022_HASH,Jayanagar,South Circle,FDR_015_HASH,DT_0105_HASH,COMMERCIAL,RESTAURANT_CAFE,12.9162,77.5945,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000023_HASH,SP_000023_HASH,Domlur,East Circle,FDR_002_HASH,DT_0002_HASH,RESIDENTIAL,PG_OR_HOSTEL,12.9626,77.6426,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000024_HASH,SP_000024_HASH,Jayanagar,South Circle,FDR_015_HASH,DT_0075_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9318,77.5909,0,0,0,0,1,0,0,0,0,1,0,82.59877182682544,0,1,1,22.779631548047632,SINGLE_SIGNAL_PROBABLE,P2,Vigilance,Schedule vigilance inspection within 7 days,Billing Cycle Drop,"2BHK_SMALL_FAMILY Jayanagar RESIDENTIAL meter, dropped 66% consumption",46.8,639.24,1
MTR_000025_HASH,SP_000025_HASH,Jayanagar,South Circle,FDR_003_HASH,DT_0048_HASH,RESIDENTIAL,3BHK_FAMILY,12.9266,77.5826,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,INACTIVE_SUPPRESSED,,,,,,,0.0,0
MTR_000026_HASH,SP_000026_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0100_HASH,RESIDENTIAL,3BHK_FAMILY,12.9096,77.5373,0,0,0,0,0,0,0,0,1,0,0,17.490245378495928,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000027_HASH,SP_000027_HASH,Domlur,East Circle,FDR_002_HASH,DT_0017_HASH,COMMERCIAL,BAKERY,12.9605,77.6423,0,0,1,0,1,1,1,0,0,0,0,81.10151245520625,1,4,0,91.33045373656188,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,Peer Drift + Billing Cycle Drop + After-Hours Commercial + Low Power Factor,"BAKERY Domlur COMMERCIAL meter, dropped 62% consumption, 60-pt peer rank drop",99.0,2088.24,1
MTR_000028_HASH,SP_000028_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0068_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,13.0368,77.5899,0,0,0,0,0,0,0,0,0,0,0,7.541361971699212,0,0,0,2.2624085915097636,NO_ALERT,,,,,,,0.0,1
MTR_000029_HASH,SP_000029_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0109_HASH,COMMERCIAL,SUPERMARKET_MINI_MART,12.942,77.6065,0,0,0,0,0,0,1,0,0,0,0,22.22947616321117,0,1,0,14.668842848963351,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000030_HASH,SP_000030_HASH,Domlur,East Circle,FDR_014_HASH,DT_0014_HASH,COMMERCIAL,SMALL_OFFICE,12.9399,77.6234,0,0,1,0,1,0,1,0,0,0,0,89.83789377797093,1,3,0,75.95136813339128,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,Peer Drift + Billing Cycle Drop + Low Power Factor,"SMALL_OFFICE Domlur COMMERCIAL meter, dropped 71% consumption, 50-pt peer rank drop",84.0,3394.16,1
MTR_000031_HASH,SP_000031_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0116_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.998,77.5585,0,0,0,0,0,0,0,0,1,0,0,6.555038581094397,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000032_HASH,SP_000032_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0116_HASH,SMALL_INDUSTRY,GARMENT_UNIT,12.9907,77.5602,0,0,0,0,0,0,1,0,0,0,0,56.877267529165685,0,1,0,25.063180258749703,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000033_HASH,SP_000033_HASH,Yelahanka,North Circle,FDR_009_HASH,DT_0054_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,13.1155,77.6084,0,0,0,0,0,0,0,0,1,0,0,0.6463914147780137,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000034_HASH,SP_000034_HASH,Indiranagar,East Circle,FDR_013_HASH,DT_0088_HASH,RESIDENTIAL,3BHK_FAMILY,12.9764,77.65,0,0,0,0,0,0,0,0,1,0,0,6.3008908000901975,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000035_HASH,SP_000035_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0116_HASH,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD,13.0047,77.5435,0,0,0,0,0,0,0,0,1,0,0,13.377443118417276,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000036_HASH,SP_000036_HASH,Jayanagar,South Circle,FDR_003_HASH,DT_0063_HASH,PUBLIC_LIGHTING,STREET_LIGHTING_FEED,12.9236,77.5834,0,1,0,0,0,0,1,0,0,0,0,58.827509461168134,0,2,0,33.648252838350444,NO_ALERT,,,,Reading Plateau + Low Power Factor,,,0.0,1
MTR_000037_HASH,SP_000037_HASH,Domlur,East Circle,FDR_014_HASH,DT_0014_HASH,COMMERCIAL,SALON,12.9585,77.6495,0,0,0,0,0,0,1,0,0,0,0,12.667259180013147,1,1,0,16.800177754003943,CLUSTER_WATCHLIST,P3,Metering,Schedule meter health check,Low Power Factor,SALON Domlur COMMERCIAL meter,16.8,0.0,1
MTR_000038_HASH,SP_000038_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0057_HASH,RESIDENTIAL,3BHK_FAMILY,13.0193,77.7181,0,0,0,0,0,0,0,0,0,0,0,6.429119319460952,0,0,0,1.9287357958382856,NO_ALERT,,,,,,,0.0,1
MTR_000039_HASH,SP_000039_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0027_HASH,COMMERCIAL,SMALL_OFFICE,12.9975,77.6992,0,0,0,0,0,0,0,0,0,0,0,24.347393399176408,0,0,0,7.304218019752922,NO_ALERT,,,,,,,0.0,1
MTR_000040_HASH,SP_000040_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0041_HASH,COMMERCIAL,RESTAURANT_CAFE,12.9894,77.5589,0,0,0,0,0,0,1,0,0,0,0,18.427464592793307,0,1,0,13.528239377837991,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000041_HASH,SP_000041_HASH,Yelahanka,North Circle,FDR_009_HASH,DT_0114_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,13.0898,77.5873,0,0,0,0,0,0,0,0,0,0,0,16.24135940392437,0,0,0,4.872407821177311,NO_ALERT,,,,,,,0.0,1
MTR_000042_HASH,SP_000042_HASH,Indiranagar,East Circle,FDR_013_HASH,DT_0028_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9771,77.6541,0,0,0,0,0,0,0,0,1,0,0,13.016468785440328,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000043_HASH,SP_000043_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0065_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.9548,77.7564,0,1,0,0,0,0,0,0,1,0,0,13.66097394650997,0,1,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,Reading Plateau,,,0.0,1
MTR_000044_HASH,SP_000044_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0020_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,12.9763,77.7474,0,0,0,0,0,0,0,0,0,0,0,51.90693012829867,0,0,0,15.5720790384896,NO_ALERT,,,,,,,0.0,1
MTR_000045_HASH,SP_000045_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0038_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,13.0213,77.5919,0,0,0,0,0,0,0,0,1,0,0,1.715629923061024,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000046_HASH,SP_000046_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0042_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,13.0126,77.6968,0,0,0,0,0,0,0,0,0,0,0,16.168291126777056,0,0,0,4.850487338033116,NO_ALERT,,,,,,,0.0,1
MTR_000047_HASH,SP_000047_HASH,Yelahanka,North Circle,FDR_009_HASH,DT_0069_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,13.0849,77.59,0,0,0,0,0,0,1,0,0,0,0,22.785845717649632,0,1,0,14.835753715294889,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000048_HASH,SP_000048_HASH,Jayanagar,South Circle,FDR_015_HASH,DT_0120_HASH,RESIDENTIAL,3BHK_FAMILY,12.9152,77.5974,0,1,0,0,0,0,0,0,1,1,0,10.651852523801065,1,1,2,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,Reading Plateau,,,0.0,1
MTR_000049_HASH,SP_000049_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0095_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9616,77.763,0,0,0,0,0,0,0,0,1,0,0,7.265007438867366,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000050_HASH,SP_000050_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0010_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.9136,77.5255,0,1,0,0,0,0,0,0,1,0,0,7.4881498070940244,0,1,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,Reading Plateau,,,0.0,1
MTR_000051_HASH,SP_000051_HASH,Domlur,East Circle,FDR_014_HASH,DT_0059_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.9559,77.656,0,0,0,0,0,0,0,0,1,0,0,11.852888690636576,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000052_HASH,SP_000052_HASH,Koramangala,South Circle,FDR_004_HASH,DT_0079_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9265,77.6083,0,0,0,0,0,0,0,0,1,0,0,29.87411022234547,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000053_HASH,SP_000053_HASH,Indiranagar,East Circle,FDR_013_HASH,DT_0013_HASH,COMMERCIAL,SUPERMARKET_MINI_MART,12.9909,77.6365,0,0,0,0,0,1,1,0,0,0,0,11.230616915808621,0,2,0,29.369185074742585,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,After-Hours Commercial + Low Power Factor,SUPERMARKET_MINI_MART Indiranagar COMMERCIAL meter,33.4,0.0,1
MTR_000054_HASH,SP_000054_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0095_HASH,COMMERCIAL,SMALL_OFFICE,12.9843,77.7467,1,0,0,0,0,0,1,0,0,0,0,19.792123026591334,1,2,0,26.9376369079774,CLUSTER_WATCHLIST,P3,IT/AMI,Verify communication module and data pipeline,Communication Failure + Low Power Factor,SMALL_OFFICE Whitefield COMMERCIAL meter,26.9,0.0,1
MTR_000055_HASH,SP_000055_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0115_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.9211,77.5516,0,0,0,0,0,0,0,0,1,0,0,8.744027722968163,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000056_HASH,SP_000056_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0102_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,13.005,77.6939,0,0,0,0,0,0,0,0,1,0,0,6.016131252158086,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000057_HASH,SP_000057_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0040_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9214,77.5633,0,0,0,0,0,0,0,0,0,0,0,2.5216746097441844,0,0,0,0.7565023829232553,NO_ALERT,,,,,,,0.0,1
MTR_000058_HASH,SP_000058_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0080_HASH,RESIDENTIAL,3BHK_FAMILY,12.98,77.7389,0,0,0,0,0,0,0,0,0,0,0,27.24650371045594,0,0,0,8.173951113136782,NO_ALERT,,,,,,,0.0,1
MTR_000059_HASH,SP_000059_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0046_HASH,RESIDENTIAL,3BHK_FAMILY,12.9773,77.6496,0,0,0,0,0,0,0,0,0,1,0,17.156334987851096,0,0,1,0.0,SOLAR_CONTEXT_SUPPRESSED,,,,,,,0.0,1
MTR_000060_HASH,SP_000060_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0116_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,12.9979,77.5602,0,0,0,0,1,0,1,1,0,0,0,60.16018050557488,0,3,0,62.04805415167246,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,Billing Cycle Drop + Low Power Factor + Tamper Event,"KIRANA_RETAIL_SHOP Rajajinagar COMMERCIAL meter, dropped 59% consumption, 3 tamper events",70.0,1237.12,1
MTR_000061_HASH,SP_000061_HASH,Domlur,East Circle,FDR_014_HASH,DT_0029_HASH,COMMERCIAL,SMALL_OFFICE,12.9679,77.6451,0,0,0,0,0,0,1,0,0,0,0,20.791844807391225,0,1,0,14.237553442217369,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000062_HASH,SP_000062_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0038_HASH,COMMERCIAL,BAKERY,13.0329,77.606,0,0,0,0,0,1,1,0,0,0,0,12.01755421681373,0,2,0,29.60526626504412,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,After-Hours Commercial + Low Power Factor,BAKERY Hebbal COMMERCIAL meter,33.6,0.0,1
MTR_000063_HASH,SP_000063_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0012_HASH,COMMERCIAL,RESTAURANT_CAFE,12.9943,77.6918,0,0,1,0,1,0,1,1,0,0,0,93.77267816006837,1,4,0,95.1318034480205,MULTI_SIGNAL_CONFIRMED,P1,Vigilance,Schedule vigilance inspection within 7 days,Peer Drift + Billing Cycle Drop + Low Power Factor + Tamper Event,"RESTAURANT_CAFE KR Puram COMMERCIAL meter, dropped 71% consumption, 57-pt peer rank drop, 2 tamper events",99.0,4659.2,1
MTR_000064_HASH,SP_000064_HASH,Hebbal,North Circle,FDR_008_HASH,DT_0068_HASH,RESIDENTIAL,3BHK_FAMILY,13.0463,77.576,0,0,0,0,0,0,0,0,1,1,0,16.219833209920687,0,0,2,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000065_HASH,SP_000065_HASH,Peenya,North Circle,FDR_006_HASH,DT_0096_HASH,RESIDENTIAL,3BHK_FAMILY,13.0422,77.5048,0,0,0,0,0,0,0,0,0,0,0,2.427137939945745,0,0,0,0.7281413819837235,NO_ALERT,,,,,,,0.0,1
MTR_000066_HASH,SP_000066_HASH,Banashankari,South Circle,FDR_010_HASH,DT_0040_HASH,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE,12.932,77.5439,0,1,0,0,0,0,0,0,0,0,0,10.868608691604177,0,1,0,11.260582607481252,NO_ALERT,,,,Reading Plateau,,,0.0,1
MTR_000067_HASH,SP_000067_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0027_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,13.0366,77.6931,0,0,0,0,0,0,1,0,0,0,0,36.22650309097655,0,1,0,18.867950927292966,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000068_HASH,SP_000068_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0110_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9652,77.7484,0,0,0,0,0,0,0,0,1,0,0,2.1865869991543163,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000069_HASH,SP_000069_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0016_HASH,COMMERCIAL,CLINIC,12.9961,77.6403,0,0,0,0,0,0,1,0,0,0,0,14.443839053724206,0,1,0,12.33315171611726,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000070_HASH,SP_000070_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0056_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,12.9866,77.5473,0,0,0,0,0,0,0,0,1,0,0,3.053274688601748,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000071_HASH,SP_000071_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0072_HASH,APARTMENT_COMMON_AREA,GATED_COMMUNITY_COMMON_AREA,12.994,77.7003,0,0,0,0,0,0,0,0,0,0,1,37.13202957215304,0,0,1,0.0,EV_CONTEXT_SUPPRESSED,,,,,,,0.0,1
MTR_000072_HASH,SP_000072_HASH,Yelahanka,North Circle,FDR_009_HASH,DT_0114_HASH,RESIDENTIAL,PG_OR_HOSTEL,13.1026,77.5908,0,0,0,0,0,0,0,0,1,0,0,5.900732042375212,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000073_HASH,SP_000073_HASH,Domlur,East Circle,FDR_002_HASH,DT_0032_HASH,COMMERCIAL,CLINIC,12.9703,77.6211,0,0,0,0,0,0,1,0,0,0,0,17.17691426238921,0,1,0,13.153074278716762,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000074_HASH,SP_000074_HASH,Whitefield,East Circle,FDR_005_HASH,DT_0065_HASH,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT,12.9737,77.7422,0,0,0,0,0,0,0,0,0,0,0,15.550314598413252,0,0,0,4.665094379523976,NO_ALERT,,,,,,,0.0,1
MTR_000075_HASH,SP_000075_HASH,Rajajinagar,West Circle,FDR_011_HASH,DT_0071_HASH,RESIDENTIAL,3BHK_FAMILY,12.9955,77.5389,0,0,0,0,0,0,0,0,0,0,0,12.185044520234678,0,0,0,3.6555133560704034,NO_ALERT,,,,,,,0.0,1
MTR_000076_HASH,SP_000076_HASH,Domlur,East Circle,FDR_002_HASH,DT_0092_HASH,COMMERCIAL,KIRANA_RETAIL_SHOP,12.9679,77.6408,0,0,0,0,0,0,1,0,0,0,0,17.088711316757255,0,1,0,13.126613395027176,NO_ALERT,,,,Low Power Factor,,,0.0,1
MTR_000077_HASH,SP_000077_HASH,KR Puram,East Circle,FDR_012_HASH,DT_0042_HASH,RESIDENTIAL,2BHK_SMALL_FAMILY,13.0128,77.6883,0,0,0,0,0,0,0,0,1,0,0,2.5019090350981266,0,0,1,0.0,FALSE_POSITIVE_PREVENTED_GJ,,,,,,,0.0,1
MTR_000078_HASH,SP_000078_HASH,Indiranagar,East Circle,FDR_001_HASH,DT_0016_HASH,PUBLIC_LIGHTING,STREET_LIGHTING_FEED,12.9863,77.621,0,0,0,0,0,0,1,0,0,0,0,53.41594882938159,0,1,0,24.024784648814478,NO_ALERT,,,,Low Power Factor,,,0.0,1
