timestamp_hour_ist,temperature_2m_c,relative_humidity_2m_pct,rain_mm,apparent_temperature_c,weather_source_note
2025-01-03 15:00:00,28.66,59.9,0.0,28.66,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 16:00:00,28.38,56.9,0.0,28.26,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 17:00:00,27.13,69.9,0.0,27.53,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 18:00:00,25.76,67.3,0.0,26.05,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 19:00:00,26.33,74.2,0.52,26.9,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 20:00:00,25.2,61.8,0.0,25.28,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 21:00:00,25.43,65.1,0.0,25.63,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 22:00:00,26.22,93.2,6.81,27.55,synthetic_open_meteo_style_for_demo_not_measured
2025-01-03 23:00:00,26.88,66.8,0.0,27.16,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 00:00:00,26.18,70.6,0.0,26.6,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 01:00:00,25.43,58.8,0.0,25.38,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 02:00:00,25.71,71.4,0.0,26.16,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 03:00:00,24.93,63.9,0.0,25.09,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 04:00:00,26.4,53.8,0.0,26.15,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 05:00:00,25.38,59.7,0.0,25.37,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 06:00:00,27.95,65.5,0.0,28.17,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 07:00:00,27.25,58.1,0.0,27.17,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 08:00:00,28.94,66.8,0.0,29.21,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 09:00:00,29.03,62.6,0.0,29.13,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 10:00:00,31.24,68.5,0.0,31.58,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 11:00:00,29.34,59.7,0.0,29.33,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 12:00:00,29.71,65.7,0.0,29.93,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 13:00:00,29.79,62.5,0.0,29.89,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 14:00:00,29.71,66.5,0.0,29.97,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 15:00:00,29.07,58.7,0.0,29.01,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 16:00:00,27.87,64.6,0.0,28.05,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 17:00:00,27.59,65.7,0.0,27.82,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 18:00:00,26.24,64.2,0.0,26.41,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 19:00:00,23.9,67.7,0.0,24.21,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 20:00:00,25.62,60.3,0.0,25.63,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 21:00:00,25.93,66.7,0.0,26.2,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 22:00:00,25.31,72.8,0.0,25.82,synthetic_open_meteo_style_for_demo_not_measured
2025-01-04 23:00:00,25.18,66.6,0.0,25.45,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 00:00:00,25.99,76.3,3.45,26.64,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 01:00:00,25.86,65.1,0.0,26.07,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 02:00:00,25.94,72.1,0.0,26.42,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 03:00:00,26.86,70.3,0.0,27.27,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 04:00:00,25.98,69.8,0.0,26.38,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 05:00:00,26.22,69.8,0.0,26.61,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 06:00:00,26.31,64.8,0.0,26.51,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 07:00:00,28.06,60.7,0.0,28.09,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 08:00:00,28.68,62.8,0.0,28.8,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 09:00:00,29.57,63.3,0.0,29.71,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 10:00:00,30.11,66.1,0.0,30.35,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 11:00:00,30.39,68.6,0.0,30.73,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 12:00:00,30.59,62.5,0.0,30.69,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 13:00:00,30.07,60.3,0.0,30.08,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 14:00:00,29.81,69.6,0.0,30.19,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 15:00:00,28.97,71.7,0.0,29.44,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 16:00:00,28.64,65.7,0.0,28.86,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 17:00:00,28.1,63.2,0.0,28.23,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 18:00:00,27.78,68.8,0.0,28.13,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 19:00:00,25.78,66.4,0.0,26.04,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 20:00:00,25.5,62.2,0.0,25.58,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 21:00:00,25.87,70.9,0.0,26.3,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 22:00:00,25.53,68.3,0.0,25.86,synthetic_open_meteo_style_for_demo_not_measured
2025-01-05 23:00:00,25.4,63.5,0.0,25.54,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 00:00:00,25.19,61.2,0.0,25.23,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 01:00:00,25.55,66.6,0.0,25.81,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 02:00:00,25.35,64.5,0.0,25.53,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 03:00:00,25.3,71.6,0.0,25.76,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 04:00:00,26.39,60.8,0.0,26.42,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 05:00:00,25.85,62.1,0.0,25.93,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 06:00:00,26.24,64.2,0.0,26.41,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 07:00:00,27.12,70.5,0.0,27.54,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 08:00:00,28.68,68.4,0.0,29.02,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 09:00:00,29.55,61.5,0.0,29.61,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 10:00:00,30.46,68.9,0.0,30.82,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 11:00:00,30.39,63.7,0.0,30.54,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 12:00:00,29.4,68.3,0.0,29.74,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 13:00:00,29.72,57.5,0.0,29.62,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 14:00:00,30.08,60.8,0.0,30.12,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 15:00:00,29.78,61.5,0.0,29.84,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 16:00:00,28.59,62.7,0.0,28.7,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 17:00:00,28.2,68.9,0.0,28.56,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 18:00:00,25.33,65.5,0.0,25.55,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 19:00:00,25.2,68.4,0.0,25.54,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 20:00:00,26.82,66.5,0.0,27.08,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 21:00:00,25.6,66.9,0.0,25.87,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 22:00:00,25.94,65.9,0.0,26.18,synthetic_open_meteo_style_for_demo_not_measured
2025-01-06 23:00:00,25.22,67.9,0.0,25.53,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 00:00:00,25.7,64.7,0.0,25.89,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 01:00:00,27.02,65.4,0.0,27.23,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 02:00:00,25.7,60.7,0.0,25.73,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 03:00:00,26.28,68.7,0.0,26.63,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 04:00:00,26.07,65.2,0.0,26.28,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 05:00:00,25.79,67.3,0.0,26.09,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 06:00:00,26.72,65.8,0.0,26.95,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 07:00:00,27.8,66.9,0.0,28.07,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 08:00:00,28.07,66.9,0.0,28.35,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 09:00:00,29.62,57.7,0.0,29.53,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 10:00:00,30.86,62.2,0.0,30.95,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 11:00:00,30.2,57.2,0.0,30.09,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 12:00:00,31.25,63.8,0.0,31.4,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 13:00:00,30.79,68.4,0.0,31.13,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 14:00:00,29.63,65.5,0.0,29.85,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 15:00:00,30.7,64.1,0.0,30.87,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 16:00:00,28.41,65.3,0.0,28.62,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 17:00:00,27.19,58.2,0.0,27.12,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 18:00:00,26.04,86.5,5.04,27.1,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 19:00:00,25.35,71.1,0.0,25.79,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 20:00:00,26.09,62.4,0.0,26.19,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 21:00:00,25.71,63.7,0.0,25.86,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 22:00:00,26.35,62.5,0.0,26.45,synthetic_open_meteo_style_for_demo_not_measured
2025-01-07 23:00:00,25.43,61.2,0.0,25.48,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 00:00:00,26.13,70.4,0.0,26.55,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 01:00:00,25.44,67.8,0.0,25.75,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 02:00:00,25.11,60.7,0.0,25.14,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 03:00:00,25.56,62.3,0.0,25.66,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 04:00:00,25.76,74.0,0.0,26.32,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 05:00:00,26.28,74.3,0.0,26.85,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 06:00:00,26.89,59.5,0.0,26.88,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 07:00:00,27.87,68.5,0.0,28.21,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 08:00:00,28.33,62.5,0.0,28.43,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 09:00:00,29.17,53.9,0.0,28.93,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 10:00:00,30.34,58.4,0.0,30.27,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 11:00:00,30.79,59.4,0.0,30.77,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 12:00:00,31.46,58.0,0.0,31.38,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 13:00:00,30.06,69.6,0.0,30.44,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 14:00:00,30.53,70.1,0.0,30.93,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 15:00:00,29.24,65.5,0.0,29.46,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 16:00:00,28.22,63.4,0.0,28.36,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 17:00:00,28.21,68.4,0.0,28.55,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 18:00:00,26.74,71.7,1.79,27.21,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 19:00:00,26.73,69.8,0.0,27.12,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 20:00:00,26.05,64.7,0.0,26.24,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 21:00:00,26.4,58.2,0.0,26.33,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 22:00:00,25.03,61.8,0.0,25.1,synthetic_open_meteo_style_for_demo_not_measured
2025-01-08 23:00:00,27.76,66.6,0.0,28.02,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 00:00:00,25.87,68.5,0.0,26.21,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 01:00:00,25.84,64.5,0.0,26.02,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 02:00:00,25.51,67.2,0.0,25.79,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 03:00:00,26.96,70.4,0.0,27.38,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 04:00:00,26.12,61.6,0.0,26.19,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 05:00:00,26.34,69.0,0.0,26.7,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 06:00:00,27.55,64.0,0.0,27.71,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 07:00:00,27.58,58.5,0.0,27.52,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 08:00:00,28.07,67.8,0.0,28.39,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 09:00:00,28.46,57.7,0.0,28.36,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 10:00:00,29.94,61.8,0.0,30.01,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 11:00:00,29.64,64.4,0.0,29.82,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 12:00:00,30.27,62.8,0.0,30.38,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 13:00:00,30.15,58.7,0.0,30.1,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 14:00:00,29.62,57.6,0.0,29.52,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 15:00:00,28.85,64.2,0.0,29.02,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 16:00:00,28.61,71.9,0.0,29.09,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 17:00:00,28.33,59.3,0.0,28.3,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 18:00:00,26.35,63.0,0.0,26.47,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 19:00:00,25.93,65.5,0.0,26.15,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 20:00:00,26.69,74.3,0.0,27.26,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 21:00:00,25.49,57.2,0.0,25.37,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 22:00:00,26.2,66.5,0.0,26.45,synthetic_open_meteo_style_for_demo_not_measured
2025-01-09 23:00:00,26.88,65.0,0.0,27.08,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 00:00:00,26.33,62.5,0.0,26.43,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 01:00:00,26.08,65.0,0.0,26.29,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 02:00:00,25.78,58.2,0.0,25.71,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 03:00:00,25.22,64.9,0.0,25.42,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 04:00:00,25.68,75.0,0.0,26.28,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 05:00:00,25.31,73.4,0.0,25.84,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 06:00:00,26.52,61.3,0.0,26.57,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 07:00:00,27.75,62.9,0.0,27.87,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 08:00:00,28.42,63.1,0.0,28.54,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 09:00:00,29.91,60.8,0.0,29.94,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 10:00:00,30.29,59.9,0.0,30.29,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 11:00:00,31.01,66.7,0.0,31.28,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 12:00:00,30.33,59.1,0.0,30.29,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 13:00:00,29.59,65.4,0.0,29.8,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 14:00:00,31.63,60.4,0.0,31.65,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 15:00:00,28.67,63.3,0.0,28.81,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 16:00:00,28.28,68.4,0.0,28.61,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 17:00:00,28.68,62.4,0.0,28.78,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 18:00:00,27.3,63.0,0.0,27.42,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 19:00:00,26.06,70.5,0.0,26.48,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 20:00:00,26.27,67.7,0.0,26.58,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 21:00:00,26.42,67.7,0.0,26.73,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 22:00:00,26.15,63.0,0.0,26.27,synthetic_open_meteo_style_for_demo_not_measured
2025-01-10 23:00:00,26.13,59.5,0.0,26.11,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 00:00:00,28.1,66.0,0.0,28.34,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 01:00:00,25.36,64.1,0.0,25.52,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 02:00:00,26.17,71.8,0.0,26.64,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 03:00:00,25.42,68.9,0.0,25.78,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 04:00:00,25.79,67.6,0.0,26.09,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 05:00:00,26.0,63.6,0.0,26.15,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 06:00:00,26.89,75.6,3.33,27.51,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 07:00:00,27.65,61.0,0.0,27.69,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 08:00:00,29.19,67.7,0.0,29.5,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 09:00:00,29.3,61.4,0.0,29.36,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 10:00:00,30.1,63.7,0.0,30.25,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 11:00:00,30.56,62.5,0.0,30.66,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 12:00:00,30.48,63.4,0.0,30.61,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 13:00:00,31.54,55.9,0.0,31.38,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 14:00:00,30.67,61.9,0.0,30.75,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 15:00:00,30.02,69.4,0.0,30.39,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 16:00:00,28.89,63.9,0.0,29.05,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 17:00:00,28.1,64.4,0.0,28.27,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 18:00:00,27.5,67.1,0.0,27.78,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 19:00:00,25.89,66.8,0.0,26.16,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 20:00:00,26.7,58.2,0.0,26.63,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 21:00:00,27.2,63.4,0.0,27.33,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 22:00:00,27.19,60.3,0.0,27.2,synthetic_open_meteo_style_for_demo_not_measured
2025-01-11 23:00:00,26.14,59.3,0.0,26.11,synthetic_open_meteo_style_for_demo_not_measured
2025-01-12 00:00:00,26.83,64.9,0.0,27.03,synthetic_open_meteo_style_for_demo_not_measured
2025-01-12 01:00:00,26.14,67.7,0.0,26.45,synthetic_open_meteo_style_for_demo_not_measured
2025-01-12 02:00:00,25.06,68.6,0.0,25.4,synthetic_open_meteo_style_for_demo_not_measured
